thematic;card;id;bearer;conditions;lockturn;weight;question;override_yes;answer_yes;yes_spiritual;yes_military;yes_demography;yes_treasure;yes_custom;override_no;answer_no;no_spiritual;no_military;no_demography;no_treasure;no_custom;vide
science;other_research;486;doctor;;120;8;I would like to conduct new research on weapons and warfare. Will you help?;;;;20;-5;-15;isStrong;;;;-15;5;;;
science;alchemy;487;doctor;!alchemy_keep;120;10;I would like to conduct new research on the fabled transmutation of lead into gold. Could you finance me?;;;-10;;;-15;alchemy_keep;;;10;;;;;
science;alchemy_discover;488;doctor;alchemy_keep;160;15;While doing my research I designed a rather clever way to distil alcohol. I would like to share the revenue.;;;-10;-5;-5;30;;;;10;;;;;
science;hiddenroomrumor;489;anyone;;120;8;I heard strange noises in the castle last night. We should have more guards patrolling!;;;;-10;5;-5;;;;;;-5;;;
science;alchemy_fail;490;doctor;alchemy_keep;60;10;My research is not working... should I carry on?;;;;;;-10;;;;15;;;;!alchemy_keep;
science;no_doc;491;priest;has_doctor and alchemy_keep;60;10;<doctor> is conducting ungodly experiments. His very presence in this court is blasphemy!;;;15;;-5;;no_doctor++;;;-10;;;;no_priest++;
science;arrest_doctor;492;priest;inquisition and has_doctor;60;9;The divine tribunal arrested <doctor>. Will you sign his condemnation?;;;15;;-5;;del_doctor and isPure;No, release him;;-40;;5;;;
science;experiments;493;monk;has_doctor and !alchemy_keep;160;8;The Doctor is conducting ungodly experiments in a hidden room. He must be stopped!;;;15;;-5;;>_hidden_room;I'm well aware of that...;;-25;;;;;
science;printing;494;doctor;year>1439;del;max;I created a machine that prints! ;Well done!;;-5;5?;15?;5?;printing_keep;This is the devil's machine;;15;;;;;
science;;495;nobleman;printing_keep and has_executioner;300;20;This printing machine is amazing. I could publish your memoirs!;;;;;;;>;Who would write them?;;;;;;>;
science;_;496;nobleman;;;;We can hire one of our useless students to do the writing, we have plenty.;Good idea;<i>The book was an amazing success but <nobleman> takes time to pay your regal royalties.</i>;;;;-10?;>>>>;I will write them myself;<i>You wrote your memoirs, but it was not a great success.</i>;;;;-5?;>>>>;
science;_;497;nobleman;;;;My Lord! Here are your royalties for your memoirs! All 5% of them.;;;;;;5;;You're a crook;<i><executioner> tortured <nobleman> and exceptionally, seemed to enjoy it.</i>;;;;10;del_nobleman;
science;;498;doctor;!has_homunculus;50;15;Look at the strange thing I created last week while messing around with alchemy and dark arts.;Brilliant;;;;;;> and add_homunculus;Not worrying at all;;;;;;> and add_homunculus;
science;_;499;doctor;;;;It's a vase.;Brilliant;;;;;;>;Supposed to be running a kingdom here...;;;;;;>;
science;_;500;homunculus>closed;;;;<i>It doesn't say anything, it's a vase.</i>;Brilliant;;;;;;>;<i>Knock</i>;;;;;;>;
science;_;501;homunculus>closed;;;;Liar...;What???;;;;;;>;How dare you!;;;;;;>;
science;_;502;homunculus>closed;;;;Not you, the Doctor. He's a liar. He found me in Lamascus, he didn't create me.;What are you?;;;;;;>;Who are you?;;;;;;>;
science;_;503;homunculus>closed;;;;A question so vast it verges on nonsense. Come back with the Frozen Blood and I may find an answer.;Brilliant;;;;;;;;;;;;;;
;;504;homunculus;hopen_keep;200;10;How would you describe the movements of your soul?;Combative and open;;-5?;15?;;;;Sensible and changing;;;-5?;15?;;;
;;505;homunculus;hopen_keep;200;10;What are the values of a good King?;Mine;;;15?;-5?;;;Overrated;;-5?;;15?;;;
;;506;homunculus;hopen_keep;200;10;Is the happiness of your people a sensible goal?;An aspiration;;;;15?;;;It depends;;5?;5?;;5?;;
science;;507;witch;;70;12;I can teach you a few things about white magic.;;;-5?;;;-5;>_magiclearn;;;15?;;;;;
science;_magiclearn;508;witch;;1000;max;But first you have to prove worthy of my time.;;;;;;;>;;;;;;;;
science;_;509;witch;;;;Pronounce the holy word "Zgando" in the Eastern fashion.;Zlamwo;<i>That was not the right answer.</i>;;;;;;Ahboep;;;;;;>;
science;_;510;witch;;;;Well done. Now what would you like to learn?;I don't know;;;;;;>_magiclearn;I have changed my mind;;;;;;;
science;_magiclearn;511;witch;;;1;Sorry, that's all I've got for now.;;;;;;;;Never mind;;;;;;;
science;_magiclearn;512;witch;;5;10;A way to tempt fate?;;;;;;;dice_keep;Something else?;;;;;;>_magiclearn;
science;_tinder;513;bird;;10;4;<i><bird>, 18</i>;LIKE;;-2?;-2;3;2?;isLover and >_match and hatoful;NOPE;;;;;;>_tinder;
science;_magiclearn;514;witch;!isLover;5;10;A way to find love?;;;;;;;>;Something else?;;;;;;>_magiclearn;
science;_;515;witch;;;;Tinderelo Tendirola! Now you have to make a choice.;;;;;;;>_tinder and add_foreign_princess and add_nun and add_painter and add_lady;What choice?;;;;;;>_tinder;
science;_tinder;516;lady;;10;10;<i><lady>, 19</i>;LIKE;;;-2;3;;isLover and >_match;NOPE;;;;;;>_tinder;
science;_tinder;517;courtesan;;10;10;<i><courtesan>, 24</i>;LIKE;;-2;;;-3;isLover and >_match;NOPE;;;;;;>_tinder;
science;_tinder;518;queen;;10;10;<i><queen>, 35</i>;LIKE;;3;3;3;;isLover and >_match;NOPE;;;;;;>_tinder;
science;_tinder;519;painter;;10;10;<i><painter>, 22</i>;LIKE;;-4;-2;;3;isLover and >_match;NOPE;;;;;;>_tinder;
science;_tinder;520;foreign_princess;;10;10;<i><foreign_princess>, 21</i>;LIKE;;-5;4;4;5;isLover and >_match;NOPE;;;;;;>_tinder;
science;_tinder;521;nun;;10;10;<i><nun>, 28</i>;LIKE;;-10;;;;isLover and >_match;NOPE;;;;;;>_tinder;
science;_tinder;522;executioner;;10;10;<i><executioner>, 42</i>;LIKE;;-3;3;-3;;isLover and >_match;NOPE;;;;;;>_tinder;
science;_tinder;523;witch;;5;2;I didn't find anyone suitable.;Try again;;;;;;>_magiclearn;I will die alone;;;;;;;
science;_match;524;witch;;;;It's a match! You and <lover> have liked each other.;;;;;;;;;;;;;;!isLover;
science;_magiclearn;525;witch;;5;10;A way to learn happiness?;;;;;;;>;Something else?;;;;;;>_magiclearn;
science;_;526;witch;;;;Why would you need a spell for that? Happiness is neither a trick nor a trinket.;;;;;;;>;;;;;;;>;
science;_;527;witch;;;;I can't give you happiness, but maybe I can remove something that makes you unhappy.;The Queen!;;;;;;>_happinessqueen;The Crown!;;;;;;>_endcrown;
science;_endcrown;528;end>dead_king_classic;;;;<i>No one saw you again after that day. Only your crown remained.</i>;;;;;;;;;;;;;;;
science;_happinessqueen;529;witch;!has_queen;;;Good then... because you're not married.;;;;;;;;;;;;;;;
science;_happinessqueen;530;witch;has_queen;;;Are you sure?;;<i>The Queen leaves unexpectedly, with most of the court. You don't feel particularly happy about that.</i>;-5;-5?;-5?;-5?;del_queen;;;;;;;;
science;_magiclearn;531;witch;year>666;5;10;A way to trick the devil?;;;;;;;>;Something else?;;;;;;>_magiclearn;
science;_;532;witch;;;;<i><witch> tosses white knucklebones in the air.</i> I see six numbers: 1043, 683, 1214, 842, 1432 and 1669.;Ok...;;;;;;;Not helpful;;;;;;;
science;;533;witch;!hopen_keep and has_homunculus and age<6;100;100;I have a gift for you. But it has a price, you will have to prove to me you're a worthy King.;;;;;;;>;;;;;;;;
science;_;534;witch;;;;Govern 15 years with the ailments of old age and we will talk again.;;;;;;;isDeaf and witch_trial;;;;;;;;
science;;535;witch;witch_trial and age>14;80;max;ONE MINUTE.;;<i><witch> waves her hands and suddenly your infirmity is gone.</i>;;;;;!isDeaf and >;No shouting;<i><witch> waves her hands and suddenly your infirmity is gone.</i>;;;;;!isDeaf and >;
science;_;536;witch;;;;You did it. You survived my curse. Now choose a gift.;<i>A red and cold ruby</i>;;;;;10?;hopen_keep and >;<i>A golden crown</i>;;;;;5?;;
science;_openhomunculus;537;homunculus>closed;;;;You found the Frozen Blood... I know you did.;;<i>You put the ruby in the vase. It dissolves immediately and reveals...</i>;;;;;>;;;;;;;;
science;_;538;homunculus;;;;That's better.;Who are you?;;;;;;>;Who are you?;;;;;;>;
;_;539;homunculus;;;;Names are irrelevant, they only enslave their owners with a tantalizing but questionable sense of identity.;What are you?;;;;;;>;Stop here;;;;;;;
;_;540;homunculus;;;;I'm the pure idea of a man. An alchemic wonder created by a wise scientist from an age long forgotten.;How pure?;;;;;;>;Stop here;;;;;;;
;_;541;homunculus;;;;I'm the closest any being could be to a pure spirit. A perfect mind because of an impossibly weak body.;It does make sense;;;;;;>;It doesn't make sense;;;;;;>_whatdoes;
;_;542;homunculus;;;;Does it? I question the very fabric of your reality and it doesn't bother you?;Yes it does;;-9?;-6;6?;8;;No it doesn't;;7;6?;-10;-3?;>_whatdoes;
;_whatdoes;543;homunculus;;;;What does? Your Kingdom? Your power? Your choices?;But they are mine;;;;;;;I don't know;;;;;;;
fortune;;544;dog;;140;8;Wouf! Wifwifwif! Wouf!;I agree;;-5?;-5?;;;;Sit!;;;;;;;
fortune;;545;dog;dynasty>1;80;14;Waouf! waouf! <i>(<dog> invites you to follow him)</i>;All right, all right;;;;;;>_dogwalk;Sit!;;;;;;;
fortune;_dogwalk;546;dog;;10;10;Grrrr.. Waouf! <i>(<dog> brings you to the forest)</i>;Be nice!;;;;;;>;No, not there!;;;;;;>_dogwalk;
fortune;;547;dog;!isOblivious;;;Waf... Gnn... Waf <i>(<dog> stops in front a bright orange mushroom)</i>;<i>Eat the mushroom</i>;;;;;;isOblivious;<i>Go back to the castle</i>;;;;;;;
fortune;_dogwalk;548;dog;;10;10;Rwaouuw Grouf! <i>(<dog> wants to play)</i>;Here, take that!;;;;;;>_ball and !nb_ball;No, not that!;;;;;;>_dogwalk;
fortune;_dogwalk;549;dog;!intheDungeon;10;8;Braof! Grrrrrrrrrr <i>(<dog> brings you to a forgotten part of the dungeon)</i>;<i>Explore further</i>;;;;;;>_dungeon1 and intheDungeon and !spice_trade_keep;No, not there!;;;;;;>_dogwalk;
fortune;_dogwalk;550;dog;;;5;Warf! Warf! <i>(<dog> runs around the castle and brings you back to the throne room)</i>;Sit!;;;;;;;No, not there!;;;;;;>_dogwalk;
fortune;_dogwalk;551;dog;;10;10;Wof! Grrrr... <i>(<dog> brings you to a lonely caravan in the marketplace)</i>;<i>Enter the caravan</i>;;;;;;add_fortune_teller and >introfortune;No, not there!;;;;;;>_dogwalk;
fortune;_ball;552;dog;;;10;Wawaufff! Waf! <i>(<dog> brings back the ball)</i>;Again?;;;;;;>_ball and nb_ball+;Enough!;;;;;;>_dogwalk;
fortune;_ball;553;dog;nb_ball>30;;max;Waufff! <i>(<dog> brings back a mysterious letter)</i>;<i>Read it</i>;<i>It says: Whatever you hear, the Senator is not your enemy. Signed: P.</i>;;;;;;<i>Leave it</i>;;;;;;;
;;554;black_bird;;120;8;<i>The message says: A small village in the Eastern baronies created a golem.</i>;General!;;;-10;5;-5?;;No way;;5;;;5;;
;;555;black_bird;;120;8;<i>The message says: We have reports of a dragon spreading destruction in the mountains.</i>;General!;;;-10;5;-5?;;That's crap;;10?;;;5?;;
fortune;;556;black_bird;;120;8;<i>The message says: A kraken has been seen on the shores of the Kingdom. Fishermen are terrified.</i>;General!;;;-10;5?;-5?;;Let's pray;;15;;-10?;;;
fortune;;557;fortune_teller;!skelup_keep and !strawberry_keep;del;30;I see the philosopher enclosed in the heart of the crusade.;Of course;;-5?;;;;;I don't;;;;;;;
fortune;;558;fortune_teller;has_queen;100;8;Your wife is secretly in love with someone else.;Who?;;-5?;;;;add_general and >>>>>>>>>bed;You lie!;;5;;;;add_general and >>>>>>>>>bed;
fortune;;559;fortune_teller;!has_black_bird;del;16;Fear the black bird. It won't bring any good news.;;;-10;;;;add_black_bird;;;5;5;;;add_black_bird;
fortune;;560;fortune_teller;;160;8;One of your decisions will kill thousands of innocents.;Which one?;;;5?;-5?;;>>>>>plaguestart and blackpredict;;;;-5?;5?;;>>>>>plaguestart and blackpredict;
fortune;;561;fortune_teller;!warViking_keep;100;8;I see a thousand boats full of tall and burly men.;General!;;;-15?;;-5?;>>>>battleviking_keep;We all have our fantasies;;-5;;5?;;>>>>battleviking;
fortune;introfortune;562;fortune_teller;;80;10;Don't tell me! I see... ;A King?;;;;;;>_ftregal;A nobleman?;;;;;;>_ftmerch;
fortune;_ftregal;563;fortune_teller;;100;10;Full of glory and regal composure. In front of him lay...;A dog?;;;;;;>;Ruins?;;;;;;>_ftend;
fortune;_;564;fortune_teller;;;;With red eyes and a smirk. Here he comes again! The Devil!;Carry on!;;;;;;>_ftpay;Enough;;;;;;>_ftpay;
fortune;_ftend;565;fortune_teller;;;;At the end of all things, the Islander will play his role.;Carry on!;;;;;;>_ftpay;Enough;;;;;;>_ftpay;
fortune;_ftregal;566;fortune_teller;;100;10;Full of glory and regal composure. In front of him lay...;A sword?;;;;;;>;A woman?;;;;;;>_ftwoman;
fortune;_;567;fortune_teller;;;;Bright and shiny. Forged from earth with fire, water and acid.;Carry on!;;;;;;>_ftpay;Enough;;;;;;>_ftpay;
fortune;_ftwoman;568;fortune_teller;;;10;She's quite nude and she's holding... Oh no, I can't look at that.;Carry on!;;;;;;>_ftpay;Enough;;;;;;>_ftpay;
fortune;_ftwoman;569;fortune_teller;has_queen;;150;She's hurt and her sorrows taste of blood.;Carry on!;;;;;;>_ftpay;Enough;;;;;;>_ftpay;
fortune;_ftmerch;570;fortune_teller;;800;100;Laying dead on the floor, the mark of secrets on his forehead.;Carry on!;;;;;;>_ftpay;Enough;;;;;;>_ftpay;
fortune;_ftmerch;571;fortune_teller;;;10;Rich of money but poor of taste. He talks to...;A hooded figure?;;;;;;>;A bird?;;;;;;>_ftbird;
fortune;_;572;fortune_teller;;;;The Senator!;Carry on!;;;;;;>_ftpay;Enough;;;;;;>_ftpay;
fortune;_ftbird;573;fortune_teller;;;;Beware the black bird, it never brings you good news.;Carry on!;;;;;;>_ftpay and add_black_bird;Enough;;;;;;>_ftpay and add_black_bird;
fortune;_ftpay;574;fortune_teller;;;;That will be 600 gold pieces.;;;;;;-3;;No, you're a crook;;5;;?-5;;;
ghost and tutorial;first_card;575;ghost;dynasty=1;del;max;Are you the young <*King*>?;;;;;;;>_intro2;;;;;;;>;
ghost and tutorial;_no_intro;576;ghost;;;;I only talk to the King. If you're not the King, I'm going back to sleep.;Good night;<i>The spirit looks at you thoughtfully then disappears. You enter the throne room.</i>;;;;;;I am the King;;;;;;>;
ghost and tutorial;_intro2;577;ghost;;;;So you're the one who usurped my throne and sent me to this dungeon to rot for eternity?;Yes...;;;;;;>;No...;;;;;;>;
ghost and tutorial;_intro4;578;ghost;;;;Well... you're in charge of the mess now, good luck with that. They're all pretty crazy, you will see.;Who?;;;;;;>;What?;;;;;;>;
ghost and tutorial;_;771;ghost;;;;Just try to keep a balance between the four powers to keep your head on its shoulders.;;<i>The spirit looks at you thoughtfully then disappears. You enter the courtroom.</i>;;;;;;;<i>The spirit looks at you thoughtfully then disappears. You enter the throne room.</i>;;;;;;
ghost and tutorial;second_ghost;579;ghost;dynasty=2;del;max;Are you the young King?;;;;;;;>;Not again...;;;;;;>;
ghost and tutorial;_second1;580;ghost;;;;Ha ha, just kidding. I know we've been through this already. That's our curse, see?;I'm not sure...;;;;;;>;I don't understand;;;;;;>;
ghost and tutorial;_second2;581;ghost;;;;We will remember each and every King of this dynasty. Every compromise, every death, for ages...;But...;;;;;;>;How...;;;;;;>;
ghost and tutorial;_second3;582;ghost;;;;It is said that only the Devil will allow us to blissfully forget the cursed Kings, but does he even exist?;Yes he does;;;;;;>;No he doesn't;;;;;;>_second5;
ghost and tutorial;_second4;583;ghost;;;;That's an interesting thought. Maybe he does. Maybe we will find him eventually.;;<i>The spirit slowly drifts away...</i>;;;;;;;<i>The spirit slowly drifts away...</i>;;;;;;
ghost and tutorial;_second5;584;ghost;;;;That's an interesting lack of faith. I would love to be free though.;Me too;<i>The spirit slowly drifts away...</i>;;;;;;Not me;<i>The spirit slowly drifts away...</i>;;;;;;
ghost and tutorial;;585;ghost;age=0 and year>1700;del;max;The last visit of the Devil is approaching young King. Are we ready? Will we prevail?;;<i>The spirit slowly drifts away...</i>;;;;;;;<i>The spirit slowly drifts away...</i>;;;;;;
ghost and tutorial;;586;ghost;age=0 and year>1900 and year<1990;del;max;The Devil is coming one last time this century. It's our chance!;;<i>The spirit slowly drifts away...</i>;;;;;;;<i>The spirit slowly drifts away...</i>;;;;;;
duel;;587;general;nb_duelwon_keep<4 and dynasty>3;80;40;My Lord, what about a bit of fencing? I'm a good teacher. Let's bet a bit of money.;En garde!;;;;;;>_duel_general;;;;;-4;;;
duel;_duel_general;588;general;duel_won;;;You won my Lord, beginner's luck! Do you want to know how to improve?;;;;;;15;nb_duelwon_keep+ and >_fencinglesson;;;;;;15;nb_duelwon_keep+;
duel;_duel_general;589;general;!duel_won;;;You will do better next time. Do you want to know how to improve?;;;;;;-5;>_fencinglesson;;;;;;-5;;
duel;_fencinglesson;590;general;;;;Fencing depends on your choices. Attack is bright and explosive, while defense is cunning and deceitful.;Carry on;;;;;;>;That's enough;;;;;;;
duel;_;591;general;;;;If you defend, you gain a chance to trigger a special move the following turn.;Carry on;;;;;;>;That's enough;;;;;;;
duel;_;592;general;;;;Look at your opponent, you will learn new thrusts and tricks that way.;Thank you;;;;;;;Let's try again;;;;;;>_duel_general;
duel;_duelmove_attack;593;general;;2;2;I'm going to attack you.;You will try;;;;;;;When is that?;;;;;;;
duel;_duelmove_super;594;general;;2;2;All is fair in love and war.;Except you;;;;;;;Words...;;;;;;;
duel;_duelmove_special;595;general;;2;2;This one will be difficult to parry, be careful.;You too;;;;;;;I wish;;;;;;;
duel;_duelmove_defense;596;general;;2;2;Now I'm going to defend.;You what?;;;;;;;Scary;;;;;;;
;_duelmove_attack;597;anyone;;2;1;You're moving so sloooowwwlly. This is never going to end.;Never!;;;;;;;I'm enjoying the moment;;;;;;;
;_duelmove_attack;598;anyone;;2;1;You look like a reckless worm trying to fight an eagle.;Really a small partridge;;;;;;;With a sword;;;;;;;
duel;_duelmove_attack;599;anyone;;2;1;Your breath is a better weapon than that toothpick of yours.;Are you sure? Come closer;;;;;;;It will be worse after I eat you;;;;;;;
duel;_duelmove_attack;600;anyone;;2;1;Mind the pointy bit of your sword... I don't want you to cut yourself before I can skewer you.;You mean this bit?;;;;;;;Glad you care so much;;;;;;;
duel;_duelmove_super;601;anyone;;2;1;<i>You feel <anyone> is plotting something...</i>;Now I'm scared;;;;;;;Hello?;;;;;;;
duel;_duelmove_special;602;anyone;;2;1;<i><anyone> stares intently at you.</i>;Are you ok?;;;;;;;You look pale;;;;;;;
duel;_duelmove_defense;603;anyone;;2;1;You will dance in hell.;With you I will;;;;;;;And I will laugh too;;;;;;;
duel;_duelmove_defense;604;anyone;;2;1;Did you try selling these impressive brushing skills of yours?;I will dust you!;;;;;;;Yes, I made a fortune;;;;;;;
duel;_duelmove_defense;605;anyone;;2;1;Where did you learn that move? The hospital?;With a pretty nurse, yes;;;;;;;It's called "Black death";;;;;;;
duel;_duelmove_defense;606;anyone;;2;1;Your mother would be proud of your knitting skills.;You will make a nice jumper;;;;;;;Not my mother;;;;;;;
dungeon;enterthedonjon;607;anyone;!intheDungeon;200;5;We discovered the entrance of a crypt under the castle!;I'm going in!;;?20;?20;?20;?20;>_dungeon1 and intheDungeon and !spice_trade_keep;;;;;;;;
dungeon;backtothedungeon;608;dungeon>air_arsenic;intheDungeon;;max;<i>The air is lighter but smells of sickness.</i>;<i>Use Air door</i>;;;;;;>_exit_closed;<i>Use Arsenic door</i>;;;;;;>_dungeon1;
dungeon;_dungeon1;609;end>dead_king_dungeon;spiritual=0 and military=0 and demography=0 and treasure=0;;max;<i>Did you find your way out of the dungeon? Maybe, but your power is no more and a new King is on the rise.</i>;What...;;;;;;;What...;;;;;;;
dungeon;_dungeon1;610;dungeon>air_arsenic;;4;12;<i>The air is lighter but smells of sickness.</i>;<i>Use Air door</i>;;;;;;>_exit_closed;<i>Use Arsenic door</i>;;;;;;>_dungeon1;
dungeon;_dungeon1;611;dungeon>neutre_feu;torch;4;12;<i>The walls are dark and sooty.</i>;<i>Use Neutral door</i>;;;;;;>_dungeon1;<i>Use Fire door</i>;;;;;;>_devil1;
dungeon;_excalibur1;612;dungeon>neutre_feu;;;;<i>The walls are dark and sooty.</i>;<i>Use Neutral door</i>;;;;;;>_dungeon1;<i>Use Fire door</i>;<i>The room opens on a dark corridor full of corroded air. You hear a series of loud noises as if you were in the center of a giant machine.</i>;;;;;>_excalibur2;
dungeon;_dungeon1;613;dungeon>arsenic_salt;;4;12;<i>You feel nauseous and your mouth is dry.</i>;<i>Use Arsenic door</i>;;;;;;>_trap;<i>Use Salt door</i>;;;;;;>_dungeon1;
dungeon;_dungeon1;614;dungeon>gold_mercure;;10;16;<i>The walls are ornate with discreet alchemists' runes.</i>;<i>Use Gold door</i>;;;;;;>_treasure1;<i>Use Mercury door</i>;;;;;;>_dungeon1;
dungeon;_dungeon1;615;dungeon>secret_gold;torch;4;12;<i>You feel very lucky.</i>;<i>Break the wall</i>;;;;;;>_dungeon1;<i>Use Gold door</i>;;;;;;>_treasure1;
dungeon;_devil3;616;dungeon>secret_gold;;;;<i>You feel very lucky.</i>;<i>Break the wall</i>;;;;;;>_devil4;<i>Use Gold door</i>;;;;;;>_trap;
dungeon;_dungeon1;617;dungeon>secret_wall;torch;4;12;<i>The wall is crumbling, with a strange murky smell.</i>;<i>Break the wall</i>;;;;;;>_dungeon1;<i>Turn around</i>;;;;;;>_dungeon1;
dungeon;_dungeon1;618;dungeon>eau_acide;torch;4;12;<i>The atmosphere is damp and acrid.</i>;<i>Use Water door</i>;;;;;;>_dungeon1;<i>Use Acid door</i>;;;;;;>_dungeon1;
dungeon;_devil2;619;dungeon>eau_acide;;;;<i>The atmosphere is damp and acrid.</i>;<i>Use Water door</i>;;;;;;>_dungeon1;<i>Use Acid door</i>;;;;;;>_devil3;
dungeon;_excalibur2;620;dungeon>eau_acide;;;;<i>The atmosphere is damp and acrid.</i>;<i>Use Water door</i>;;;;;;>_excalibur3;<i>Use Acid door</i>;;;;;;>_dungeon1;
dungeon;_excalibur3;621;dungeon>eau_acide;;;;<i>What just happened?</i>;<i>Use Water door</i>;;;;;;>_dungeon1;<i>Use Acid door</i>;;;;;;>_excalibur4;
dungeon;_dungeon1;622;dungeon>arsenic_secret;torch;4;12;<i>A foul laugh chills your bones.</i>;<i>Use Arsenic door</i>;;;;;;>_trap;<i>Break the wall</i>;;;;;;>_surprise;
dungeon;_devil1;623;dungeon>arsenic_secret;torch;;;<i>A foul laugh chills your bones.</i>;<i>Use Arsenic door</i>;;;;;;>_devil2;<i>Break the wall</i>;;;;;;>_surprise;
dungeon;_dungeon1;624;dungeon>neutre_terre;torch;4;12;<i>The floor is made of malleable earth.</i>;<i>Use Neutral door</i>;;;;;;>_dungeon1;<i>Use Earth door</i>;;;;;;>_excalibur1;
dungeon;_dungeon1;625;dungeon>door_door_dark;!torch;4;12;<i>You hesitantly touch the walls. There are two exits.</i>;<i>Carry on</i>;;;;;;>_dungeon1;<i>Carry on</i>;;;;;;>_dungeon1;
dungeon;_dungeon1;626;dungeon>door_wall_dark;!torch;4;12;<i>You vaguely see a door on the left.</i>;<i>Carry on</i>;;;;;;>_dungeon1;<i>Turn around</i>;;;;;;>_skelnoend;
dungeon;_dungeon1;627;dungeon>wall_door_dark;!torch;4;12;<i>It seems there's a door on the right, but it's not clear.</i>;<i>Turn around</i>;;;;;;>_dungeon1;<i>Carry on</i>;;;;;;>_dungeon1;
dungeon;_dungeon1;628;dungeon>wall_wall;;4;12;<i>It's a dead-end. You need to turn back.</i>;<i>Turn around</i>;;;;;;>_skelnoend;<i>Turn around</i>;;;;;;>_skelnoend;
dungeon;_dungeon1;629;skeleton;!niceskel_keep;8;20;<i>The skeleton cries or laughs sinisterly. He has a very long sword.</i>;<i>Attack</i>;;8;8;8;8;>_duel_skeleton;<i>Flee</i>;;-4;-4;-4;-4;>_dungeon1;
dungeon;_skelnoend;630;dungeon>neutre_feu;;3;20;<i>The walls are dark and sooty.</i>;<i>Use Neutral door</i>;;;;;;>_dungeon1;<i>Use Fire door</i>;;;;;;>_devil1;
dungeon;_skelnoend;631;skeleton;!niceskel_keep;;8;<i>The skeleton corners you!</i>;<i>Attack</i>;;10;10;10;10;>_duel_skeleton;<i>Flee</i>;;-5;-5;-5;-5;>_dungeon1;
dungeon;_surprise;632;dungeon>wall_wall;;;10;<i>It's a dead-end. You need to turn back.</i>;<i>Turn around</i>;;;;;;>_dungeon1;<i>Turn around</i>;;;;;;>_dungeon1;
dungeon;_surprise;633;dungeon>treasure_chest;;;10;<i>A treasure chest!</i>;<i>Open it</i>;;;;;;>_treasureexposed;<i>Carry on</i>;;;;;;>_dungeon1;
dungeon;_treasure1;634;dungeon>treasure_chest;;;;<i>A treasure chest!</i>;<i>Open it</i>;;;;;;>_treasureexposed;<i>Carry on</i>;;;;;;>_dungeon1;
dungeon;_treasureexposed;635;dungeon>torch;!torch;20;7;<i>You have found a torch.</i>;<i>Take it</i>;<i>As you put your hand on the torch, it evaporates. 'Rubbish' you think, then you see that all the lights are now on in the dungeon.</i>;5;5;5;5;torch and >_dungeon1 and nb_chest+;<i>Leave it</i>;;;;;;>_dungeon1;
dungeon;_treasureexposed;636;dungeon>key;!keydungeon;20;20;<i>You have found a key.</i>;<i>Take it</i>;;5;5;5;5;keydungeon and >_dungeon1 and nb_chest+;<i>Leave it</i>;;;;;;>_dungeon1;
;_treasureexposed;637;dungeon>poison;;;5;<i>You have found a potion.</i>;<i>Drink it</i>;;-20?30;-20?30;-20?30;-20?30;>_dungeon1;<i>Leave it</i>;;;;;;>_dungeon1;
dungeon;_exit_closed;638;dungeon>close_exit;!keydungeon;;;<i>You feel fresh air and see some light behind the door, but it's closed.</i> ;<i>Kick the door</i>;<i>Your foot hurts.</i>;;;;;>_exit_closed;<i>Turn around</i>;;;;;;>_dungeon1;
dungeon;_exit_closed;639;dungeon>close_exit;keydungeon;;;<i>You feel fresh air and see some light behind the door, but it's closed.</i> ;<i>Open the door with the key</i>;;;;;;>_exit_open;<i>Turn around</i>;;;;;;>_dungeon1;
dungeon;_exit_open;640;dungeon>open_exit;;;;<i>You have found the exit to the dungeon!</i>;<i>Go back to the castle</i>;;30;30;30;30;!intheDungeon;<i>Close the door</i>;<i>So true. It's quite a comfortable dungeon, and there's no one to bother you here.</i>;;;;;>_exit_closed;
;_devil4;641;dungeon>devil_salpetre;;;;<i>You stumble on something and almost fall. You turn around... nothing.</i>;<i>Use the Devil's door</i>;;;;;;>_trap;<i>Use Salpetre door</i>;;;;;;>_devil5;
;_devil5;642;dungeon>devil_salpetre;skelup_keep;;10;<i>The same room, again!</i>;<i>Use the Devil's door</i>;;;;;;keydungeon and >_exit_open;<i>Use Salpetre door</i>;;;;;;>_trap;
;_devil5;643;dungeon>devil_salpetre;!skelup_keep;;10;<i>The same room, again!</i>;<i>Use the Devil's door</i>;<i>You enter a cosy little room with a roaring fire and tea brewing. But suddenly...</i>;;;;;>_devil6;<i>Use Salpetre door</i>;;;;;;>_trap;
;_devil6;644;skeleton;niceskel_keep and strawberry_keep;;10;You have strawberries!;;<i>As the Skeleton says these words, you're instantly teleported to the caste.</i>;50;50;50;50;!intheDungeon and skelup_keep and !strawberry_keep and >;;<i>As the Skeleton says these words, you're instantly teleported to the caste.</i>;50;50;50;50;!intheDungeon and skelup_keep and !strawberry_keep and >;
;_;645;skeleton;;;;My mission is to bring back strawberries to the world. Don't worry, I will help you when you need me.;Wait!;<i>The telekinetic Skeleton disappears.</i>;;;;;;How?;<i>The telekinetic Skeleton disappears.</i>;;;;;;
;_devil6;646;skeleton;niceskel_keep and !strawberry_keep;;10;Hello alive friend! I will pour the tea! Still no strawberries? ;;;;;;;>;;<i>You have a nice chat with the Skeleton about politics and cats, then he brings you back to the exit of the dungeon.</i>;;;;;keydungeon and >_exit_open;
